datetime,temp,humidity,windspeed,cloudcover,solarradiation
2023-03-24T16:00:00,13.5,70.08,22.9,32.9,253
2023-03-24T17:00:00,13.5,59.81,22.3,50.3,262
2023-03-24T18:00:00,13.3,61.83,20.2,90,136
2023-03-24T19:00:00,11.1,78.27,21.8,61,25
2023-03-24T20:00:00,10.4,80.52,17.5,89,0
2023-03-24T21:00:00,10,79.99,22,99.7,0
2023-03-24T22:00:00,9.5,79.33,20.2,90,0
2023-03-24T23:00:00,9.1,79.93,21,89.7,0
2023-03-25T00:00:00,9.4,76.78,22.9,90,0
2023-03-25T01:00:00,8.5,86.31,24.5,100,0
2023-03-25T02:00:00,8.3,89.52,23.6,99.7,0
2023-03-25T03:00:00,8.5,87.2,24.6,100,0
2023-03-25T04:00:00,8,92.09,21.2,99.7,0
2023-03-25T05:00:00,8.3,87.78,27.7,90.3,0
2023-03-25T06:00:00,8.1,83,23.1,90.3,0
2023-03-25T07:00:00,8.3,81.7,19.9,90,7
2023-03-25T08:00:00,8.9,81.8,25.5,99.7,27
2023-03-25T09:00:00,9.4,79.73,26.1,100,78
2023-03-25T10:00:00,10.2,76.85,32.4,100,124
2023-03-25T11:00:00,11.2,72.96,29,90.3,137
2023-03-25T12:00:00,10.6,74.17,34.3,88.7,178
2023-03-25T13:00:00,11.8,71.87,35.9,90.3,321
2023-03-25T14:00:00,11.6,68.94,33.4,100,159
2023-03-25T15:00:00,12.4,65.03,30.9,90,310
2023-03-25T16:00:00,12.6,64.92,30.7,51,111
2023-03-25T17:00:00,12.2,67.14,29,90,127
2023-03-25T18:00:00,11.6,69.3,31.4,80.7,115
2023-03-25T19:00:00,11,72.82,27,90,9
2023-03-25T20:00:00,10.2,76.77,21.7,80.3,0
2023-03-25T21:00:00,9.5,77.25,18.1,90.3,0
2023-03-25T22:00:00,8.9,82.22,13.7,42,0
2023-03-25T23:00:00,8.3,86.86,13.5,39.7,0
2023-03-26T00:00:00,8.3,87.61,13.5,99.7,0
2023-03-26T01:00:00,8.9,86.59,11,100,0
2023-03-26T03:00:00,8.6,88.57,7.5,100,0
2023-03-26T04:00:00,8.2,88.49,8.1,90.3,0
2023-03-26T05:00:00,8.5,83.9,10.7,90,0
2023-03-26T06:00:00,8.4,84.97,9.9,100,0
2023-03-26T07:00:00,8.1,86.72,10.9,100,0
2023-03-26T08:00:00,8.1,85.24,13.3,100,5
2023-03-26T09:00:00,7.2,91.04,10.8,100,15
2023-03-26T10:00:00,6.7,91.69,9.9,100,42
2023-03-26T11:00:00,6.7,93.37,7.8,100,75
2023-03-26T12:00:00,7,93.78,13.4,100,120
2023-03-26T13:00:00,7.3,92.76,11.5,100,186
2023-03-26T14:00:00,8.1,88.52,14.3,100,190
2023-03-26T15:00:00,8.2,89.26,10,100,125
2023-03-26T16:00:00,8.1,90.71,12.8,100,95
2023-03-26T17:00:00,8.3,95.49,11.3,100,118
2023-03-26T18:00:00,8.2,83.99,18.5,100,91
2023-03-26T19:00:00,7.8,82.49,23.3,100,62
2023-03-26T20:00:00,6.6,74.81,22.7,90.3,50
2023-03-26T21:00:00,6.5,72.7,24.3,100,0
2023-03-26T22:00:00,6.2,70.08,25.8,100,0
2023-03-26T23:00:00,5.7,73.42,20.8,90.3,0
2023-03-27T00:00:00,5.4,75.32,14.5,100,0
2023-03-27T01:00:00,4.9,76.89,10,51.3,0
2023-03-27T02:00:00,5,79.4,17,99.7,0
2023-03-27T03:00:00,4.5,81.32,14.3,90.3,0
2023-03-27T04:00:00,4,86.83,20.5,100,0
2023-03-27T05:00:00,3.7,90.22,7.4,90.3,0
2023-03-27T06:00:00,3.7,89.15,7.2,90.3,0
2023-03-27T07:00:00,3.3,85.33,6.6,100,0
2023-03-27T08:00:00,2.9,86.17,7.5,79,15
2023-03-27T09:00:00,3.7,85.35,6.7,10,23
2023-03-27T10:00:00,5.1,74.26,13.6,79,189
2023-03-27T11:00:00,5.1,72.87,23,80.3,197
2023-03-27T12:00:00,6.1,75.31,12.2,60,462
2023-03-27T13:00:00,5.1,75.53,13.9,99.7,544
2023-03-27T14:00:00,6,67.19,24.3,90.3,354
2023-03-27T15:00:00,7.4,56.26,20.7,90,338
2023-03-27T16:00:00,5.9,66.48,16.5,99.7,623
2023-03-27T17:00:00,7,61.41,21.6,90,332
2023-03-27T18:00:00,7,62.65,21.4,90,319
2023-03-27T19:00:00,6.1,62.82,18.1,100,126
2023-03-27T20:00:00,5.8,64.68,14.4,30,24
2023-03-27T21:00:00,3.5,79.08,7.4,30,0
2023-03-27T22:00:00,1.8,80.64,3.8,0,0
2023-03-27T23:00:00,0.5,86.33,3.6,0,0
2023-03-28T00:00:00,0.3,87.34,6.2,0,0
2023-03-28T01:00:00,0.1,90.36,6.3,0,0
2023-03-28T02:00:00,0,87.77,4.6,0,0
2023-03-28T03:00:00,-0.4,88.78,3.7,0,0
2023-03-28T04:00:00,-0.7,89.8,6.3,0,0
2023-03-28T05:00:00,-0.5,89.82,7.1,39,0
2023-03-28T06:00:00,-0.3,88.72,7.1,10,0
2023-03-28T07:00:00,-0.6,87.15,6.2,30.7,0
2023-03-28T08:00:00,-0.1,86.65,9.8,79,18
2023-03-28T09:00:00,1.8,79.98,12.4,90.3,63
2023-03-28T10:00:00,3,77.95,9.9,90.3,121
2023-03-28T11:00:00,4.2,74.43,14.3,90.3,147
2023-03-28T12:00:00,6.1,67.39,19.6,90.3,286
2023-03-28T13:00:00,7,63.39,18.9,90.3,290
2023-03-28T14:00:00,9,58.47,20.6,90,277
2023-03-28T15:00:00,9.2,58.59,23.1,61.3,222
2023-03-28T16:00:00,9.3,59.34,21.5,100,185
2023-03-28T17:00:00,8.7,64.38,16.4,90,97
2023-03-28T18:00:00,8,67.52,21.5,100,63
2023-03-28T19:00:00,6,82.83,14.9,100,27
2023-03-28T20:00:00,5.8,83,10.9,100,11
2023-03-28T21:00:00,5.7,83.01,10.1,90.3,0
2023-03-28T22:00:00,6.5,74.98,9.3,100,0
2023-03-28T23:00:00,6.9,70.21,14.4,100,0
2023-03-29T00:00:00,7,69.16,17.7,100,0
2023-03-29T01:00:00,7.6,67.24,17.8,100,0
2023-03-29T02:00:00,7.8,68.63,15.2,100,0
2023-03-29T03:00:00,7.9,71.09,10.9,100,0
2023-03-29T04:00:00,8.4,70.89,12,100,0
2023-03-29T05:00:00,8.4,73.37,11.9,99.7,0
2023-03-29T06:00:00,7.7,75.89,11.4,90,0
2023-03-29T07:00:00,7.9,79.76,11.8,100,0
2023-03-29T08:00:00,8.5,81.13,11.9,100,10
2023-03-29T09:00:00,9,82.32,11.9,100,34
2023-03-29T10:00:00,9.8,80.52,12.7,100,76
2023-03-29T11:00:00,10.6,79.61,14.8,100,216
2023-03-29T12:00:00,12.2,79.72,17.2,100,393
2023-03-29T13:00:00,13.3,78.53,18.1,99.7,364
2023-03-29T14:00:00,13.9,77.78,15.4,90.3,296
2023-03-29T15:00:00,15.1,74.76,15,90.3,289
2023-03-29T16:00:00,15.3,78.45,18,12.3,233
2023-03-29T17:00:00,15.9,75.78,18.4,60,213
2023-03-29T18:00:00,15.7,76.61,14.8,90,175
2023-03-29T19:00:00,15.7,77.74,14.5,80.7,65
2023-03-29T20:00:00,15.3,75.51,11.8,90.3,21
2023-03-29T21:00:00,15,75.36,10.9,100,0
2023-03-29T22:00:00,14.8,71.69,17.8,80.7,0
2023-03-29T23:00:00,14.7,66.22,21.5,61,0
2023-03-30T00:00:00,14.3,65.14,19.9,61.3,0
2023-03-30T01:00:00,15.9,55.8,24.5,90,0
2023-03-30T02:00:00,15.1,62,18.4,90.3,0
2023-03-30T03:00:00,13.6,67.74,13.9,51.3,0
2023-03-30T04:00:00,13.4,68.86,12.3,90,0
2023-03-30T05:00:00,14.2,64.6,16,90,0
2023-03-30T06:00:00,13.3,71.58,16.6,90,0
2023-03-30T07:00:00,11.9,90.03,20.9,99.7,0
2023-03-30T08:00:00,11.8,84.48,20.6,90.3,19
2023-03-30T09:00:00,11.8,81.35,18.9,90,51
2023-03-30T10:00:00,12.1,80.67,24.4,60,127
2023-03-30T11:00:00,13.3,74.45,24.5,88.7,193
2023-03-30T12:00:00,12.8,80.33,28.9,90,324
2023-03-30T13:00:00,13.6,74.94,27.3,90,418
2023-03-30T14:00:00,14.8,67.3,29,88,337
2023-03-30T15:00:00,13.7,79.65,22,90,246
2023-03-30T16:00:00,14.2,74.55,31.4,80.3,315
2023-03-30T17:00:00,14.4,71.27,29.6,61,251
2023-03-30T18:00:00,14.3,70.82,22,90,205
2023-03-30T19:00:00,14.2,65.7,22.4,87.4,110
2023-03-30T20:00:00,13.6,70.95,18.2,51.3,7
2023-03-30T21:00:00,12.8,71.93,18.1,30.3,0
2023-03-30T22:00:00,11.1,84.29,11.1,90,0
2023-03-30T23:00:00,11.2,85.98,14.3,99.3,0
2023-03-31T00:00:00,11.2,89.46,14.4,90.3,0
2023-03-31T01:00:00,11.9,82.08,23.9,90,0
2023-03-31T02:00:00,11.8,86.14,21.8,100,0
2023-03-31T03:00:00,10.8,91.81,18.3,100,0
2023-03-31T04:00:00,10.6,90.37,21.2,100,0
2023-03-31T05:00:00,10.5,89.67,27.6,100,0
2023-03-31T06:00:00,9.9,92.18,18.2,100,0
2023-03-31T07:00:00,9.8,92.83,19.9,100,0
2023-03-31T08:00:00,11.1,86.98,26.2,100,13
2023-03-31T09:00:00,11.2,85.96,28.9,100,27
2023-03-31T10:00:00,11.2,85.74,28.8,99.7,91
2023-03-31T11:00:00,11.5,78.78,32.6,100,112
2023-03-31T12:00:00,11.2,82.02,26.5,98.7,115
2023-03-31T13:00:00,11.2,82.28,32.3,98.6,129
2023-03-31T14:00:00,11.1,83.71,33.6,98.7,144
2023-03-31T15:00:00,11,85.64,30.2,100,142
2023-03-31T16:00:00,10.5,87.67,34.4,100,153
2023-03-31T17:00:00,10.5,87.95,33.5,98.7,112
2023-03-31T18:00:00,10.8,84.09,36.1,100,53
2023-03-31T19:00:00,10.6,87.25,33.4,98.7,21
2023-03-31T20:00:00,10.2,87.68,32.8,98.7,8
2023-03-31T21:00:00,9.9,92.65,29.8,98.7,0
2023-03-31T22:00:00,9.9,92.65,29.9,100,0
2023-03-31T23:00:00,9.9,93.53,29.1,99.7,0
2023-04-01T00:00:00,9.6,94.5,32.4,100,0
2023-04-01T01:00:00,9.6,94.1,26.3,99.7,0
2023-04-01T02:00:00,9.6,95.76,23.3,98.7,0
2023-04-01T03:00:00,9.3,93.94,16.3,99.7,0
2023-04-01T04:00:00,9.1,95.86,22.6,99.7,0
2023-04-01T05:00:00,9.1,95.36,20.1,98.7,0
2023-04-01T06:00:00,9,97.05,16.6,99.7,0
2023-04-01T07:00:00,8.8,96.92,17.6,99.7,0
2023-04-01T08:00:00,8.7,94.77,16.5,100,6
2023-04-01T09:00:00,8.6,94.44,15.7,99.7,21
2023-04-01T10:00:00,8.6,96.93,17.4,100,41
2023-04-01T11:00:00,8.8,95.79,19.9,98.7,76
2023-04-01T12:00:00,9.1,94.4,16.5,99.7,86
2023-04-01T13:00:00,9.2,94.8,17.4,100,119
2023-04-01T14:00:00,9.3,92.47,12.6,98.7,101
2023-04-01T15:00:00,9.1,95.14,17.4,98.7,127
2023-04-01T16:00:00,9,93.47,18.3,98.7,143
2023-04-01T17:00:00,8.6,93.61,15.7,98.7,126
2023-04-01T18:00:00,8.6,95.95,13.8,98.7,73
2023-04-01T19:00:00,8.5,96.15,13.8,98.7,29
2023-04-01T20:00:00,8.3,96.63,12.4,100,9
2023-04-01T21:00:00,7.9,95.48,18.3,99.7,0
2023-04-01T22:00:00,7.9,94.93,18.1,98.7,0
2023-04-01T23:00:00,8.1,97.08,18.3,100,0
2023-04-02T00:00:00,8,97.52,20.8,100,0
2023-04-02T01:00:00,8,97.36,20.7,99.7,0
2023-04-02T02:00:00,8,96.99,19,100,0
2023-04-02T03:00:00,7.6,93.36,18.9,100,0
2023-04-02T04:00:00,7.6,91.7,20.7,99.7,0
2023-04-02T05:00:00,7.1,92.8,18.1,100,0
2023-04-02T06:00:00,7.1,93.28,20.7,100,0
2023-04-02T07:00:00,6.6,93.28,16.3,99.7,0
2023-04-02T08:00:00,6.2,91.48,18.4,100,5
2023-04-02T09:00:00,5.9,90.37,18.1,100,16
2023-04-02T10:00:00,5.6,90.7,23.3,99.7,44
2023-04-02T11:00:00,5.8,88.74,20.6,100,66
2023-04-02T12:00:00,5.4,87.13,21.4,100,122
2023-04-02T13:00:00,5.4,84.3,18.8,100,167
2023-04-02T14:00:00,6.3,83.77,18.1,99.7,173
2023-04-02T15:00:00,6.1,83.31,20.6,100,154
2023-04-02T16:00:00,6,82.66,19.7,100,204
2023-04-02T17:00:00,6.2,80.37,14.8,99.7,295
2023-04-02T18:00:00,6.5,78.81,14.6,99.7,152
2023-04-02T19:00:00,6.8,73.28,11.9,90.6,135
2023-04-02T20:00:00,6.6,74.18,6.5,89.7,35
2023-04-02T21:00:00,4.6,80.23,4.4,50.5,5
2023-04-02T22:00:00,2.4,89.78,3.8,74.8,0
2023-04-02T23:00:00,1.4,93.24,3.8,90,0
2023-04-03T00:00:00,2.2,91.33,4.1,50.7,0
2023-04-03T01:00:00,0.2,96.87,1.2,45.6,0
2023-04-03T02:00:00,1.8,93.13,7.1,45.6,0
2023-04-03T03:00:00,-0.3,95.5,4.7,45.6,0
2023-04-03T04:00:00,-0.3,95.32,7.2,45.6,0
2023-04-03T05:00:00,-0.2,94.19,4.7,45.6,0
2023-04-03T06:00:00,1.3,88.52,9.7,45.6,0
2023-04-03T07:00:00,-0.2,90.02,4.7,45.6,5
2023-04-03T08:00:00,-0.1,92.35,4.7,45.6,14
2023-04-03T09:00:00,2.8,84.16,7.3,45.6,74
2023-04-03T10:00:00,5.2,75.54,10,30.4,295
2023-04-03T11:00:00,6.2,63.36,12.1,45.6,456
2023-04-03T12:00:00,7.1,54.52,15.5,5.1,578
2023-04-03T13:00:00,8.1,56.71,17.3,0,652
2023-04-03T14:00:00,9.2,43.62,20.6,5.1,686
2023-04-03T15:00:00,9.7,44.71,15.7,0,667
2023-04-03T16:00:00,10.1,38.53,18,5.1,605
2023-04-03T17:00:00,10.1,37.21,16.3,5.1,500
2023-04-03T18:00:00,9.6,37.08,15.5,5.1,364
2023-04-03T19:00:00,9.4,35.05,19.8,5.1,205
2023-04-03T20:00:00,8.3,41.13,18.8,5.1,38
2023-04-03T21:00:00,6.7,48.86,16,30.4,7
2023-04-03T22:00:00,5.8,54.43,16.2,45.6,0
2023-04-03T23:00:00,5,58.49,13.5,45.6,0
2023-04-04T00:00:00,4.1,60.41,10.9,90,0
2023-04-04T01:00:00,3.5,65.52,13.4,45.6,0
2023-04-04T02:00:00,2.8,67.46,9.9,12.3,0
2023-04-04T03:00:00,2.4,68.26,10.7,79.4,0
2023-04-04T04:00:00,1.8,71.56,7.4,94.9,0
2023-04-04T05:00:00,1.6,71.23,7.2,31,0
2023-04-04T06:00:00,0.8,74.95,7.2,45.6,0
2023-04-04T07:00:00,-0.9,81.85,6.4,45.6,5
2023-04-04T08:00:00,-1.3,84,4.7,45.6,15
2023-04-04T09:00:00,1.6,75.09,7.2,50.1,80
2023-04-04T10:00:00,3.8,66.19,7.4,40,312
2023-04-04T11:00:00,5.6,54.15,10.8,45.6,445
2023-04-04T12:00:00,6.3,50.68,16.9,20.3,584
2023-04-04T13:00:00,7.4,49.01,13.4,5.1,655
2023-04-04T14:00:00,8.1,47.1,7.6,0,681
2023-04-04T15:00:00,8.9,43.95,13.4,0,662
2023-04-04T16:00:00,9.4,42.58,11.7,0,598
2023-04-04T17:00:00,9.8,41.35,10.8,0,494
2023-04-04T18:00:00,10.2,39.85,10,40,360
2023-04-04T19:00:00,10.1,40.56,7.5,94.9,202
2023-04-04T20:00:00,9,45.75,9.9,44.5,41
2023-04-04T21:00:00,7.3,55.4,9.8,41.6,7
2023-04-04T22:00:00,6.1,62.34,9.8,64.7,0
2023-04-04T23:00:00,3.4,73.45,3.9,74.8,0
2023-04-05T00:00:00,4.2,73.57,4,99.7,0
2023-04-05T01:00:00,3.4,79.19,3.7,40.4,0
2023-04-05T02:00:00,2,86.62,3.6,90,0
2023-04-05T03:00:00,0,93.52,1,45.6,0
2023-04-05T04:00:00,-0.5,95.03,1.1,45.6,0
2023-04-05T05:00:00,-1,96.9,0.9,45.6,0
2023-04-05T06:00:00,0,93.23,3.5,90,0
2023-04-05T07:00:00,-1.7,97.34,1,60.4,5
2023-04-05T08:00:00,-1.3,96.37,0.1,35.3,24
2023-04-05T09:00:00,1.8,91.3,1,0,95
2023-04-05T10:00:00,5.9,75.46,1.1,5.1,295
2023-04-05T11:00:00,9,49.75,3.6,5.1,455
2023-04-05T12:00:00,9.7,46.44,6.3,0,568
2023-04-05T13:00:00,10.3,44.24,6.2,0,605
2023-04-05T14:00:00,10.8,41.38,4.5,0,640
2023-04-05T15:00:00,11.3,34.65,3.8,0,624
2023-04-05T16:00:00,12,35.95,7.2,0,540
2023-04-05T17:00:00,12.4,38.23,6.3,0,408
2023-04-05T18:00:00,12.2,32.81,4.2,0,347
2023-04-05T19:00:00,12.5,36.31,3.7,59.7,162
2023-04-05T20:00:00,10.7,44.34,4.2,98.4,44
2023-04-05T21:00:00,9.2,52.42,3.7,97.8,9
2023-04-05T22:00:00,9,55.41,6.3,99.4,0
2023-04-05T23:00:00,8.1,59.36,7.1,100,0
2023-04-06T00:00:00,7.7,60.47,7.1,100,0
2023-04-06T01:00:00,8,57.31,7.2,90.3,0
2023-04-06T02:00:00,7.4,60.84,9.8,99.7,0
2023-04-06T03:00:00,6.7,67.29,9.8,100,0
2023-04-06T04:00:00,7,66.98,7.3,99.7,0
2023-04-06T05:00:00,6.6,72.13,7.2,100,0
2023-04-06T06:00:00,6.8,75.61,7.4,90.3,0
2023-04-06T07:00:00,6.7,79.47,7.3,100,5
2023-04-06T08:00:00,6.2,87.46,7.7,99.7,11
2023-04-06T09:00:00,6.6,88.34,10.8,100,38
2023-04-06T10:00:00,7,90.05,16.9,100,76
2023-04-06T11:00:00,7.1,92.49,18,99.7,121
2023-04-06T12:00:00,7.4,93.26,21.1,99.7,119
2023-04-06T13:00:00,7.9,95.11,21.5,100,94
2023-04-06T14:00:00,7.9,95.14,24.7,99.7,77
2023-04-06T15:00:00,8.6,94.62,18.9,100,98
2023-04-06T16:00:00,9.3,95.45,18.1,98.7,105
2023-04-06T17:00:00,10.5,94.26,13.7,98.7,59
2023-04-06T18:00:00,11.1,90.05,11.2,90.3,43
2023-04-06T19:00:00,10.7,90.64,10.9,100,19
2023-04-06T20:00:00,10.4,85.56,11.7,99.7,15
2023-04-06T21:00:00,9.9,91.1,7.5,99.7,5
2023-04-06T22:00:00,9.6,93.59,10.9,90.3,0
2023-04-06T23:00:00,9.2,91.84,10.1,61.3,0
2023-04-07T00:00:00,8.8,84.43,7.7,90.3,0
2023-04-07T01:00:00,8.3,89.97,9.9,90.3,0
2023-04-07T02:00:00,8.1,90.54,7.4,100,0
2023-04-07T03:00:00,7.6,92.6,4.1,99.7,0
2023-04-07T04:00:00,7.4,95.93,6.3,99.7,0
2023-04-07T05:00:00,7.3,96.47,6.4,99.7,0
2023-04-07T06:00:00,6.8,97.91,3.8,90.3,0
2023-04-07T07:00:00,6.2,98.73,6.3,100,5
2023-04-07T08:00:00,6.5,96.64,4.2,81.3,16
2023-04-07T09:00:00,7.5,96.85,8.2,87.4,57
2023-04-07T10:00:00,8.2,91.1,10.8,100,138
2023-04-07T11:00:00,9,84.99,8.3,99.7,150
2023-04-07T12:00:00,9.6,83.57,13.7,89.3,147
2023-04-07T13:00:00,9.6,84.44,14.7,99.4,225
2023-04-07T14:00:00,10.1,78.93,14.6,89.3,238
2023-04-07T15:00:00,8.8,81.3,17.8,100,112
2023-04-07T16:00:00,9.5,78.92,17.1,99.7,123
2023-04-07T17:00:00,9.1,79.11,18,99.7,117
2023-04-07T18:00:00,8.6,78.57,14.6,100,59
2023-04-07T19:00:00,8.6,77.38,12.5,97.1,36
2023-04-07T20:00:00,8.3,78.99,12.5,99.7,5
2023-04-07T21:00:00,8,81.44,9,100,5
2023-04-07T22:00:00,8,82.88,7.3,99.7,0
2023-04-07T23:00:00,8,86.44,7.9,100,0
2023-04-08T00:00:00,7.8,88.99,7.2,94.9,0
2023-04-08T01:00:00,7.7,87.34,3.7,99.7,0
2023-04-08T02:00:00,7.6,86.74,3.8,100,0
2023-04-08T03:00:00,7.6,84.68,3.9,100,0
2023-04-08T04:00:00,7.3,86.9,4.5,100,0
2023-04-08T05:00:00,7.2,86.37,3.8,99.7,0
2023-04-08T06:00:00,7.3,85.86,8.9,100,0
2023-04-08T07:00:00,7.3,87.65,1.2,100,0
2023-04-08T08:00:00,7.1,87.09,4.4,99.7,6
2023-04-08T09:00:00,7.7,86.06,3.9,100,28
2023-04-08T10:00:00,8.4,82.13,6.4,100,181
2023-04-08T11:00:00,9.3,74.97,7.7,81,116
2023-04-08T12:00:00,10.1,78.18,9,99.7,160
2023-04-08T13:00:00,10.4,77.35,12.3,100,128
2023-04-08T14:00:00,10.6,74.7,7.2,99.7,172
2023-04-08T15:00:00,11.4,73.7,9.9,100,343
2023-04-08T16:00:00,12,70.19,7.2,90.3,235
2023-04-08T17:00:00,12.4,69,8.8,99.4,379
2023-04-08T18:00:00,12.8,66.18,6.4,12.9,224
2023-04-08T19:00:00,11.9,73.03,7.3,88.3,91
2023-04-08T20:00:00,11.4,76.74,7.3,87.1,31
2023-04-08T21:00:00,10.5,83.22,9.7,88.4,5
2023-04-08T22:00:00,8.7,91.99,13.2,45.6,0
2023-04-08T23:00:00,7.1,95.12,7.2,15.2,0
2023-04-09T00:00:00,6.4,99.44,3.8,45.6,0
2023-04-09T01:00:00,4.2,98.42,1.1,12.6,0
2023-04-09T02:00:00,4.3,99.17,2,45.6,0
2023-04-09T03:00:00,3.2,99.2,1.1,45.6,0
2023-04-09T04:00:00,2,99.79,3.5,96.5,0
2023-04-09T05:00:00,2.7,98.02,4.5,45.6,0
2023-04-09T06:00:00,3.4,97.43,4.5,50.5,0
2023-04-09T07:00:00,2.9,98.47,1.1,90,11
2023-04-09T08:00:00,4.2,96.45,3.6,79.7,12
2023-04-09T09:00:00,6.2,96.52,7.1,75.2,110
2023-04-09T10:00:00,8.8,86.4,7.1,77.4,274
2023-04-09T11:00:00,10.4,76.64,6.3,20.3,379
2023-04-09T12:00:00,12.3,69.3,3.8,0,561
2023-04-09T13:00:00,13.4,64.91,3.7,30,663
2023-04-09T14:00:00,14.6,57.39,6.3,34.7,630
2023-04-09T15:00:00,15.4,56.35,8.1,10,503
2023-04-09T16:00:00,15.1,55.34,6.2,37.7,447
2023-04-09T17:00:00,15.9,55.71,7.2,90,174
2023-04-09T18:00:00,15.5,53.97,6.4,49.5,367
2023-04-09T19:00:00,15.5,55.51,7.2,50,193
2023-04-09T20:00:00,13.8,62.19,3.7,24.8,33
2023-04-09T21:00:00,10.8,74.32,3.7,60.4,5
2023-04-09T22:00:00,10.2,76.95,3.7,15.2,0
2023-04-09T23:00:00,8.9,80.84,2.2,90,0
2023-04-10T00:00:00,10.6,73.41,9.8,51.9,0
2023-04-10T01:00:00,9.8,75.31,10.7,80.6,0
2023-04-10T02:00:00,10.5,72.29,8.2,90.6,0
2023-04-10T03:00:00,10,72.78,9.8,90.3,0
2023-04-10T04:00:00,9.7,71.01,9.9,90.6,0
2023-04-10T05:00:00,9.6,68.62,10.9,99.4,0
2023-04-10T06:00:00,9.5,67.51,12.5,90.3,0
2023-04-10T07:00:00,9.2,68.28,10,100,9
2023-04-10T08:00:00,8.9,68.38,11.1,99.7,10
2023-04-10T09:00:00,9.6,66.2,17.1,100,40
2023-04-10T10:00:00,10.6,65.88,15.2,90.3,108
2023-04-10T11:00:00,11.9,64.2,17.1,90.3,192
2023-04-10T12:00:00,13.3,63.43,21.5,90.6,290
2023-04-10T13:00:00,14.3,61.12,21.6,99.4,298
2023-04-10T14:00:00,13.9,67.28,19,99.7,123
2023-04-10T15:00:00,13.3,78.05,19.3,99.7,160
2023-04-10T16:00:00,14.5,70.04,22.4,100,127
2023-04-10T17:00:00,11.7,92.03,18.5,98.7,58
2023-04-10T18:00:00,11.4,93.56,17.6,98.7,49
2023-04-10T19:00:00,11.4,91.67,17.4,99.7,39
2023-04-10T20:00:00,11.2,85.71,19,98.7,16
2023-04-10T21:00:00,10.8,89.51,14.9,89.3,28
2023-04-10T22:00:00,10.2,88.28,15.9,90.3,0
2023-04-10T23:00:00,9.7,87.43,18.3,15.5,0
2023-04-11T00:00:00,9.6,83.36,18.9,94.9,0
2023-04-11T01:00:00,9.3,85.65,17.3,87.7,0
2023-04-11T02:00:00,9,86.38,18.1,15.2,0
2023-04-11T03:00:00,8.5,85.73,14.7,14.2,0
2023-04-11T04:00:00,8.3,85.51,18.1,90,0
2023-04-11T05:00:00,7.8,83.72,14.6,74.8,0
2023-04-11T06:00:00,7.3,83.75,14.6,74.8,0
2023-04-11T07:00:00,6.9,84.48,14.5,90,7
2023-04-11T08:00:00,7.1,83.37,15,90,15
2023-04-11T09:00:00,8.3,79.95,15.2,50.5,141
2023-04-11T10:00:00,9.6,72.29,20,74.8,295
2023-04-11T11:00:00,10.8,63.94,23.4,31.6,466
2023-04-11T12:00:00,11.2,58.02,21.8,50.5,639
2023-04-11T13:00:00,11.7,57.33,17.4,89,458
2023-04-11T14:00:00,12.2,53.98,19.8,79.7,127
2023-04-11T15:00:00,13.2,51.4,20.7,61.9,904
2023-04-11T16:00:00,13.4,50.34,23.2,79.4,674
2023-04-11T17:00:00,12.9,55.23,20.4,60.7,527
2023-04-11T18:00:00,12.4,55.73,16.8,90,161
2023-04-11T19:00:00,11.6,65.43,18,90.3,34
2023-04-11T20:00:00,9.7,72.04,17.8,90.3,13
2023-04-11T21:00:00,9.1,87.29,14.8,100,0
2023-04-11T22:00:00,8.4,87.03,17.4,98.7,0
2023-04-11T23:00:00,8.1,93.55,18,98.7,0
2023-04-12T00:00:00,8.1,91.1,21.1,98.7,0
2023-04-12T01:00:00,8.2,92.58,21.6,98.7,0
2023-04-12T02:00:00,8.3,91.7,22.5,99.7,0
2023-04-12T03:00:00,8.3,93.1,21.6,98.7,0
2023-04-12T04:00:00,8.8,92.42,25,99.7,0
2023-04-12T05:00:00,9,93.96,20.8,98.7,0
2023-04-12T06:00:00,8.9,95.18,14.9,99.7,0
2023-04-12T07:00:00,8.9,92.48,11,99.7,0
2023-04-12T08:00:00,8.1,90.37,10.8,98.7,37
2023-04-12T09:00:00,8.7,89.48,10.3,62.6,101
2023-04-12T10:00:00,9.2,83.51,14.4,90.3,101
2023-04-12T11:00:00,10,77.93,15.3,90.3,373
2023-04-12T12:00:00,10.6,73.48,20.8,89,185
2023-04-12T13:00:00,10,69.94,18.9,89,198
2023-04-12T14:00:00,10.6,67.34,22.6,14.2,689
2023-04-12T15:00:00,10.4,75.7,19.8,61.3,329
2023-04-12T16:00:00,11.6,57.77,19.3,80.6,746
2023-04-12T17:00:00,11.4,54.47,28.7,50.3,631
2023-04-12T18:00:00,11.6,47.08,25.4,14.2,276
2023-04-12T19:00:00,10.2,53.71,19.5,74.8,283
2023-04-12T20:00:00,9.4,64.31,18.6,51.3,32
2023-04-12T21:00:00,8.8,53.59,17.9,90,7
2023-04-12T22:00:00,8.7,59.4,29.5,90,0
2023-04-12T23:00:00,7.2,80.96,38.5,90.3,0
2023-04-13T00:00:00,7.4,79.5,41.3,99.7,0
2023-04-13T01:00:00,6.9,86.61,38.4,100,0
2023-04-13T02:00:00,6.9,92.3,28.2,98.6,0
2023-04-13T03:00:00,7,86.48,25.4,98.6,0
2023-04-13T04:00:00,7,86.95,19.1,89,0
2023-04-13T05:00:00,6.6,88.03,17.2,11.7,0
